Ligand	Receptor
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar1
Ifna9	Ifnar1
Ifna14	Ifnar1
Ifna12	Ifnar1
Ifna13	Ifnar1
Ifna16	Ifnar1
Ifna2	Ifnar1
Ifnab	Ifnar1
Ifna7	Ifnar1
Ifna11	Ifnar1
Ifna6	Ifnar1
Ifna5	Ifnar1
Ifna4	Ifnar1
Ifna1	Ifnar1
Ifna15	Ifnar1
Ifna9	Ifnar1
Ifna14	Ifnar1
Ifna12	Ifnar1
Ifna13	Ifnar1
Ifna16	Ifnar1
Ifna2	Ifnar1
Ifnab	Ifnar1
Ifna7	Ifnar1
Ifna11	Ifnar1
Ifna6	Ifnar1
Ifna5	Ifnar1
Ifna4	Ifnar1
Ifna1	Ifnar1
Ifna15	Ptpn6
Ifna9	Ptpn6
Ifna14	Ptpn6
Ifna12	Ptpn6
Ifna13	Ptpn6
Ifna16	Ptpn6
Ifna2	Ptpn6
Ifnab	Ptpn6
Ifna7	Ptpn6
Ifna11	Ptpn6
Ifna6	Ptpn6
Ifna5	Ptpn6
Ifna4	Ptpn6
Ifna1	Ptpn6
Ifna15	Cr2
Ifna9	Cr2
Ifna14	Cr2
Ifna12	Cr2
Ifna13	Cr2
Ifna16	Cr2
Ifna2	Cr2
Ifnab	Cr2
Ifna7	Cr2
Ifna11	Cr2
Ifna6	Cr2
Ifna5	Cr2
Ifna4	Cr2
Ifna1	Cr2
Ifna15	Cr2
Ifna9	Cr2
Ifna14	Cr2
Ifna12	Cr2
Ifna13	Cr2
Ifna16	Cr2
Ifna2	Cr2
Ifnab	Cr2
Ifna7	Cr2
Ifna11	Cr2
Ifna6	Cr2
Ifna5	Cr2
Ifna4	Cr2
Ifna1	Cr2
Ifna15	Cr2
Ifna9	Cr2
Ifna14	Cr2
Ifna12	Cr2
Ifna13	Cr2
Ifna16	Cr2
Ifna2	Cr2
Ifnab	Cr2
Ifna7	Cr2
Ifna11	Cr2
Ifna6	Cr2
Ifna5	Cr2
Ifna4	Cr2
Ifna1	Cr2
Ifna15	Cr2
Ifna9	Cr2
Ifna14	Cr2
Ifna12	Cr2
Ifna13	Cr2
Ifna16	Cr2
Ifna2	Cr2
Ifnab	Cr2
Ifna7	Cr2
Ifna11	Cr2
Ifna6	Cr2
Ifna5	Cr2
Ifna4	Cr2
Ifna1	Cr2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ptpn1
Ifna9	Ptpn1
Ifna14	Ptpn1
Ifna12	Ptpn1
Ifna13	Ptpn1
Ifna16	Ptpn1
Ifna2	Ptpn1
Ifnab	Ptpn1
Ifna7	Ptpn1
Ifna11	Ptpn1
Ifna6	Ptpn1
Ifna5	Ptpn1
Ifna4	Ptpn1
Ifna1	Ptpn1
Ifna15	Stim1
Ifna9	Stim1
Ifna14	Stim1
Ifna12	Stim1
Ifna13	Stim1
Ifna16	Stim1
Ifna2	Stim1
Ifnab	Stim1
Ifna7	Stim1
Ifna11	Stim1
Ifna6	Stim1
Ifna5	Stim1
Ifna4	Stim1
Ifna1	Stim1
Ifna15	App
Ifna9	App
Ifna14	App
Ifna12	App
Ifna13	App
Ifna16	App
Ifna2	App
Ifnab	App
Ifna7	App
Ifna11	App
Ifna6	App
Ifna5	App
Ifna4	App
Ifna1	App
Ifna15	Ifnar1
Ifna9	Ifnar1
Ifna14	Ifnar1
Ifna12	Ifnar1
Ifna13	Ifnar1
Ifna16	Ifnar1
Ifna2	Ifnar1
Ifnab	Ifnar1
Ifna7	Ifnar1
Ifna11	Ifnar1
Ifna6	Ifnar1
Ifna5	Ifnar1
Ifna4	Ifnar1
Ifna1	Ifnar1
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Ifnar2
Ifna9	Ifnar2
Ifna14	Ifnar2
Ifna12	Ifnar2
Ifna13	Ifnar2
Ifna16	Ifnar2
Ifna2	Ifnar2
Ifnab	Ifnar2
Ifna7	Ifnar2
Ifna11	Ifnar2
Ifna6	Ifnar2
Ifna5	Ifnar2
Ifna4	Ifnar2
Ifna1	Ifnar2
Ifna15	Cd109
Ifna9	Cd109
Ifna14	Cd109
Ifna12	Cd109
Ifna13	Cd109
Ifna16	Cd109
Ifna2	Cd109
Ifnab	Cd109
Ifna7	Cd109
Ifna11	Cd109
Ifna6	Cd109
Ifna5	Cd109
Ifna4	Cd109
Ifna1	Cd109
Ifna15	Reck
Ifna9	Reck
Ifna14	Reck
Ifna12	Reck
Ifna13	Reck
Ifna16	Reck
Ifna2	Reck
Ifnab	Reck
Ifna7	Reck
Ifna11	Reck
Ifna6	Reck
Ifna5	Reck
Ifna4	Reck
Ifna1	Reck
Ifna15	Apoe
Ifna9	Apoe
Ifna14	Apoe
Ifna12	Apoe
Ifna13	Apoe
Ifna16	Apoe
Ifna2	Apoe
Ifnab	Apoe
Ifna7	Apoe
Ifna11	Apoe
Ifna6	Apoe
Ifna5	Apoe
Ifna4	Apoe
Ifna1	Apoe
Ifnar2	Ifnar2
Ifnar2	Il10ra
Ifnar2	Il10ra
Ifnar2	Ptpn1
Ifnb1	Ptpn1
Ifnb1	Ifnar2
Ifnb1	Ifnar2
Ifnb1	Ifnar2
Ifnb1	Ifnar2
Ifne	Fat1
Ifne	Cd109
Ifng	Ifngr2
Ifng	Ifngr2
Ifng	Ifngr2
Ifng	Ifngr2
Ifng	Ifngr2
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ifngr1
Ifng	Ptpn1
Ifnl2	Ifnlr1
Ifnl3	Ifnlr1
Ifnl2	Il10rb
Ifnl2	Gm21970
Ifnl3	Il10rb
Ifnl3	Gm21970
Igf1	F2
Igf1	Irs1
Igf1	Shc1
Igf1	Igf1r
Igf1	Igf1r
Igf1	Irs4
Igf1	Ide
Igf1	Shc1
Igf1	Insr
Igf1	Insr
Igf1	Insr
Igf1	Igsf1
Igf2	F2
Igf2	Igf1r
Igf2	Igf1r
Igf2	Shc1
Igf2	Shc1
Igf2	Irs1
Igf2	Irs4
Igf2	Ide
Igf2	Igf2r
Igf2	Igf2r
Igf2	Igf2r
Igf2	Insr
Igf2	Grb2
Igf2	Ide
Igf2	Insr
Igfbp1	Cd59b
Igfbp1	Cd59a
Igfbp1	Ptpn3
Igfbp1	Igf2
Igfbp2	Igf2
Igfbp3	F2
Igfbp3	Igf2
Igfbp3	Egfr
Igfbp4	Igf2
Igfbp5	Ltbp1
Igfbp5	Serpine1
Igfbp5	Serpine1
Iglc3	Fat1
Iglc1	Fat1
Iglc4	Fat1
Iglc2	Fat1
Iglc3	Itga9
Iglc1	Itga9
Iglc4	Itga9
Iglc2	Itga9
Igsf1	Acvr2b
Igsf1	Acvr2b
Igsf1	Acvr1b
Igsf1	Acvr1b
Igsf21	Sephs1
Igsf21	Sephs1
Igsf21	Kras
Ihh	Ptch2
Ihh	Rhod
Ihh	Rhod
Il12a	Il12rb1
Il12a	Il12rb1
Il12a	Rab3b
Il12a	Ebi3
Il12a	F11r
Il12a	Il12rb2
Il12a	Il12rb2
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12a	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12b
Il12b	Il12rb2
Il12b	Il12rb1
Il13	Il4ra
Il13	Vcam1
Il13	Il4ra
Il13	Il4ra
Il15	Il15ra
Il15	Il15ra
Il15	Il15ra
Il15	Il2rb
Il15	Il2rb
Il15	Il2rb
Il15	Il2rb
Il15	Il2rb
Il15	Il2rb
Il15	Il15ra
Il16	Efemp2
Il16	Efemp2
Il16	Cd4
Il16	Cd4
Il16	Cd4
Il16	Cd4
Il16	Fcgr1
Il16	Fcgr1
Il17a	Il17rc
Il17a	Il17rc
Il17b	Il17rb
Il17f	Il17rc
Il17f	Il17rc
Il17f	Rhou
Il17ra	Il17rd
Il17ra	Slamf1
Il17ra	Il17rd
Il17ra	Il17rc
Il17ra	Il17rc
Il17ra	Syk
Il17ra	Il17re
Il17ra	Il17re
Il17ra	Nr3c1
Il17rb	Acvr2b
Il17rb	Mfap3
Il18	Il1rl2
Il18	Il1r2
Il18	Il18r1
Il18	Il18r1
Il18	Il18r1
Il18	Il18r1
Il18	Il18r1
Il18	Tdgf1
Il1a	Il1r1
Il1b	Ptpn1
Il1b	Il1r1
Il1b	Il1rap
Il1b	App
Il1f10	Il1r1
Il1rap	Il1r1
Il1rap	Mc4r
Il1rap	Irak1
Il1rap	Il18r1
Il1rap	Rac1
Il1rap	Irak1
Il1rap	Irak1
Il1rap	Irak1
Il1rap	Mc4r
Il1rap	Il1r2
Il1rl1	Tmed1
Il1rl1	Irak4
Il1rl1	Irak1
Il1rl1	Clec7a
Il1rl1	Tirap
Il1rn	Il1rn
Il1rn	Il1rn
Il1rn	Il1r2
Il1rn	Il1r2
Il1rn	Il1r2
Il1rn	Il1r2
Il1rn	Il1r2
Il1rn	Il1r2
Il1rn	Il1r1
Il2	Csf2ra
Il2	Ptk2b
Il2	Cd53
Il2	Ngfr
Il2	Shc1
Il2	Kras
Il2	Il2rb
Il2	Il2rb
Il2	Il2rb
Il2	Il2rb
Il2	Il2rb
Il2	Il2rb
Il2	Il5ra
Il2	Il2rb
Il20	Il20ra
Il20	Il20rb
Il20	Il20rb
Il20	Il20rb
Il21	Il21r
Il22	Ifnar2
Iltifb	Ifnar2
Il22	Il22ra2
Iltifb	Il22ra2
Il22	Il22ra2
Iltifb	Il22ra2
Il23a	Il12rb1
Il23a	Il23r
Il23a	Il23r
Il23a	Il23r
Il23a	Il23r
Il23a	Il12b
Il23a	Il12b
Il23a	Il12b
Il23a	Il12b
Il24	Rarg
Il24	Hmmr
Il24	Esr2
Il24	Ccr5
Il24	Il20rb
Il24	Il20rb
Il24	Notch2
Il24	Notch2
Il24	Kras
Il24	Kras
Il24	Il20ra
Il24	Ccr5
Il24	Esr2
Il24	Hmmr
Il25	Il17rb
Il25	Il17rb
Il27	Ebi3
Il3	Akt1
Il3	Il2rg
Il3	Gm20489
Il3	Grb2
Il3	Shc1
Il3	Il2rb
Il3	Csf2rb2
Il3	Csf2rb
Il3	Csf2rb2
Il3	Csf2rb
Il3	Csf2rb2
Il3	Csf2rb
Il3	Csf2rb2
Il3	Csf2rb
Il3	Kras
Il3	Nras
Il3	Cbl
Il3	Csf2rb2
Il3	Csf2rb
Il33	Il1rl1
Il34	Csf1r
Il34	Csf1r
Il4	Il13ra2
Il4	Cd53
Il4	Il2rg
Il4	Gm20489
Il4	Il4ra
Il4	Il4ra
Il4	Il4ra
Il4	Il4ra
Il4	Il4ra
Il4ra	Ptpn6
Il4ra	Ptpn6
Il4ra	Ptpn6
Il4ra	Rack1
Il4ra	Rack1
Il4ra	Shc1
Il4ra	Shc1
Il4ra	Il4ra
Il4ra	Il4ra
Il4ra	Cd40
Il4ra	Cd40
Il4ra	Ptpn6
Il4ra	Ptpn6
Il4ra	Acvr2b
Il4ra	Cd40
Il4ra	Erbb2
Il5	Il5ra
Il5	Shc1
Il5	Kras
Il5	Il5ra
Il5	Il2rb
Il5	Il5ra
Il5	Il5ra
Il5	Il5ra
Il5	Il5ra
Il6	Cbl
Il6	Il6
Il6	Il6st
Il6	Il6st
Il6	Il6st
Il6	Il6
Il6	Il6st
Il6	Hrh1
Il6	Hrh1
Il6	Hrh1
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6	Il6ra
Il6ra	Il6st
Il6ra	Il6st
Il6ra	Wwp1
Il6ra	Il6ra
Il6ra	Adrb2
Il6ra	Adrb2
Il6ra	Cbl
Il6ra	Il6ra
Il6ra	Il6ra
Il6ra	Il6st
Il6ra	Il6st
Il6ra	Il6
Il6ra	Il6
Il6ra	Il6
Il6ra	Il6
Il6st	Il6ra
Il6st	Traf5
Il6st	Traf5
Il6st	Il6ra
Il6st	Il6ra
Il6st	Il6ra
Il6st	Il6
Il6st	Il6
Il6st	Erbb2
Il6st	Prkcd
Il6st	Prkcd
Il6st	Il6
Il6st	Cbl
Il6st	Lifr
Il6st	Plaur
Il6st	Il6st
Il6st	Il6ra
Il6st	Il31ra
Il6st	Il6ra
Il6st	Grb2
Il6st	Grb2
Il6st	Ptpn6
Il6st	Il6st
Il6st	Il11ra1
Il6st	Gm13305
Il6st	Il11ra2
Il6st	Il6st
Il6st	Il6st
Il6st	Il11ra1
Il6st	Gm13305
Il6st	Il11ra2
Il6st	Plaur
Il6st	Il6st
Il6st	Il6ra
Il6st	Il6
Il7	Il7r
Il7	Il7r
Il7	Il7r
Il7	Il7r
Il7	Il7r
Il7	Il2rg
Il7	Gm20489
Il7	Il2rg
Il7	Gm20489
Il7	Il2rg
Il7	Gm20489
Il7	Il2rg
Il7	Gm20489
Il7	Il2rg
Il7	Gm20489
Il7	Il2rg
Il7	Gm20489
Il7	Il2rg
Il7	Gm20489
Il7	App
Il7r	Ezr
Il7r	Napa
Il7r	Hspa1b
Il7r	Hspa1a
Il7r	Ezr
Il7r	Napa
Il7r	Il2rg
Il7r	Gm20489
Il7r	Lyn
Il7r	Il2rg
Il7r	Gm20489
Il7r	Vcl
Il7r	Msn
Il7r	Park7
Il7r	Msn
Il7r	Park7
Il7r	Crlf2
Il7r	Ptk2b
Il7r	Capns1
Il7r	Capns1
Il7r	Fyn
Il7r	Fyn
Il7r	Kit
Il7r	Kit
Il7r	Ptk2b
Il7r	Fyn
Il7r	Cbl
Il7r	Eno2
Il7r	Eno2
Il7r	Grb2
Il7r	Grb2
Il9	Il9r
Il9	Snta1
Il9	Snta1
Il9	Snta1
Inhba	Acvr1
Inhba	Acvr2b
Inhba	Acvr1b
Inhba	Acvr2b
Inhba	Acvr2b
Inhba	Acvr1b
Inhba	Acvr1b
Inhba	Acvr1b
Inhba	Acvr1c
Inhba	Acvr2a
Inhba	Acvr2a
Inhba	Acvr2a
Inhba	Acvr2a
Inhbb	Acvr2b
Inhbb	Acvr2b
Inhbb	Igsf1
Inhbb	Acvr2b
Inhbb	Acvr1
Inhbb	Acvr1c
Inhbb	Acvr1b
Inhbb	Acvr1c
Inhbb	Acvr1c
Inhbb	Acvr1c
Inhbb	Acvr1c
Inhbb	Acvr1b
Inhbb	Acvr1b
Inhbc	Acvr1
Inhbc	Acvr1b
Inhbc	Acvr2b
Inhbc	Acvr2a
Inhbe	App
Ins1	Insr
Ins2	Insr
Ins1	Insr
Ins2	Insr
Ins1	Insr
Ins2	Insr
Ins1	Cacna1a
Ins2	Cacna1a
Ins1	Irs1
Ins2	Irs1
Ins1	Shc1
Ins2	Shc1
Ins1	Cacna1c
Ins2	Cacna1c
Ins1	Ide
Ins2	Ide
Ins1	Ide
Ins2	Ide
Ins1	Ide
Ins2	Ide
Ins1	Ide
Ins2	Ide
Ins1	Itpr2
Ins2	Itpr2
Ins1	Atp6v0a4
Ins2	Atp6v0a4
Ins1	H2-Ab1
Ins2	H2-Ab1
Ins1	Grb2
Ins2	Grb2
Ins1	Insr
Ins2	Insr
Ins1	App
Ins2	App
Insl5	Gabbr1
Insl5	App
Insl5	Npy
Itgb3bp	Actn2
Itgb3bp	Svil
Itgb3bp	App
Itgb3bp	Rxra
Itgb3bp	Esr1
Itgb3bp	Ngfr
Itgb3bp	Ncstn
Itgb3bp	Itgb3
Itgb3bp	Itgb5
Itih2	Fcgr1
Itih5	Notch2
Itih5	Notch2
Itih5	Esr2
Itih5	Esr2
Itm2b	Tgfbr3
Itm2b	App
Itm2b	Ryk
Itm2b	Mr1
Itm2b	Dcbld2
Itm2b	Tmem219
Itm2b	App
Itm2b	Amigo1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Notch1
Jag1	Adam10
Jag1	Cd46
Jag1	Cd46
Jag1	Cd46
Jag2	Notch3
Jag2	Notch3
Jag2	Notch3
Jag2	Jag1
Jag2	Notch2
Jag2	Notch2
Jag2	Notch2
Jag2	Cacna1a
Jag2	Notch1
Jag2	Ncstn
Jag2	Notch1
Jag2	Notch1
Jag2	Adam10
Jag2	Notch2
Jag2	Dll1
Jchain	Cd79a
Jchain	Apcdd1
Kdr	Epn1
Kdr	Rab5a
Kdr	Ptpn6
Kdr	Gna11
Kdr	Yes1
Kdr	Cbl
Kdr	Cbl
Kdr	Ptpn6
Kdr	Cbl
Kdr	Flt4
Kdr	P2ry2
Kdr	Flt4
Kdr	Grb2
Kdr	Iqgap1
Kdr	Iqgap1
Kdr	Grb2
Kdr	Crk
Kdr	Iqgap1
Kdr	Crk
Kdr	Grb2
Kdr	Iqgap1
Kdr	Crk
Kdr	Nrp1
Kdr	Src
Kdr	Src
Kdr	Kdr
Kdr	Flt4
Kdr	Met
Kdr	Met
Kdr	Ptpn12
Kdr	Kdr
Kdr	Kdr
Kdr	Shc1
Kdr	Kdr
Kdr	Kdr
Kdr	Plxna1
Kdr	Nrp1
Kdr	Ptprj
Kdr	Ptprj
Kdr	Nrp1
Kdr	Shc1
Kdr	Shc1
Kdr	Nrp1
Kdr	Flt1
Kdr	App
Kdr	App
Gm28040	Bdkrb1
Kiss1	Bdkrb1
Kitl	Kit
Kitl	Epor
Kitl	Kras
Kl	Fgfr2
Kl	Fgfr1
Kl	Kras
Kl	Fgfr3
Kl	Nras
Kl	Frs3
Kl	Shc1
Kl	Klb
Kl	Cbl
Kl	Kl
Kl	Akt2
Kl	Fgfr4
Kl	Pdpk1
Kl	Grb2
Klk10	Bcap31
Klk10	Bcap31
Klk10	Tnfrsf19
Klk10	Olfr814
Klk10	Olfr815
Klk10	Itga9
Klk11	Loxl2
Klk4	Tyro3
Klk5	Notch2
Klk5	Notch2
Klk5	Frem2
Klk5	Celsr2
Klk5	Erbb2
Klk5	Esr1
Klk5	Cercam
Klk6	App
Klk6	Tubb3
Klk7	Ptpn1
Klk7	Ptpn1
Klk7	Ptprj
Klk9	Ptprj
Klk9	Esr2
Klk9	Esr2
Kng1	Grpr
Kng2	Grpr
Kng1	Adora2b
Kng2	Adora2b
Kng1	Gpr18
Kng2	Gpr18
Kng1	Grm4
Kng2	Grm4
Kng1	Trhr
Kng2	Trhr
Kng1	Tas2r108
Kng2	Tas2r108
Kng1	F2rl3
Kng2	F2rl3
Kng1	Rxfp4
Kng2	Rxfp4
Kng1	P2ry12
Kng2	P2ry12
Kng1	Gna11
Kng2	Gna11
Kng1	Gcgr
Kng2	Gcgr
Kng1	Ece1
Kng2	Ece1
Kng1	Capns1
Kng2	Capns1
Kng1	Cnr1
Kng2	Cnr1
Kng1	Htr1f
Kng2	Htr1f
Kng1	Gna12
Kng2	Gna12
Kng1	Adra2b
Kng2	Adra2b
Kng1	Chrm5
Kng2	Chrm5
Kng1	P2ry6
Kng2	P2ry6
Kng1	Grm8
Kng2	Grm8
Kng1	P2ry13
Kng2	P2ry13
Kng1	Tas2r126
Kng2	Tas2r126
Kng1	Hcar2
Kng2	Hcar2
Kng1	Htr2c
Kng2	Htr2c
Kng1	Sstr3
Kng2	Sstr3
Kng1	Cckbr
Kng2	Cckbr
Kng1	Gna13
Kng2	Gna13
Kng1	Agtr2
Kng2	Agtr2
Kng1	Casr
Kng2	Casr
Kng1	Ccr3
Kng2	Ccr3
Kng1	Bdkrb1
Kng2	Bdkrb1
Kng1	Fpr3
Kng1	Fpr2
Kng2	Fpr3
Kng2	Fpr2
Kng1	Cxcl16
Kng2	Cxcl16
Kng1	Htr2a
Kng2	Htr2a
Kng1	F2rl1
Kng2	F2rl1
Kng1	P2ry2
Kng2	P2ry2
Kng1	Npy1r
Kng2	Npy1r
Kng1	Ackr3
Kng2	Ackr3
Kng1	Ccr7
Kng2	Ccr7
Kng1	Gp1bb
Kng2	Gp1bb
Kng1	Agtr1a
Kng1	Agtr1b
Kng2	Agtr1a
Kng2	Agtr1b
Kng1	Fpr1
Kng2	Fpr1
Kng1	Cnr2
Kng2	Cnr2
Kng1	Drd3
Kng2	Drd3
Kng1	F2
Kng2	F2
Kng1	Tas2r107
Kng1	Tas2r106
Kng1	Tas2r104
Kng1	Tas2r105
Kng1	Tas2r114
Kng2	Tas2r107
Kng2	Tas2r106
Kng2	Tas2r104
Kng2	Tas2r105
Kng2	Tas2r114
Kng1	Grm2
Kng2	Grm2
Kng1	Tacr3
Kng2	Tacr3
Kng1	Gpr4
Kng2	Gpr4
Kng1	Plaur
Kng2	Plaur
Kng1	Adcy3
Kng2	Adcy3
Kng1	Gp1ba
Kng2	Gp1ba
Kng1	Plaur
Kng2	Plaur
Kng1	Ccr8
Kng2	Ccr8
Kng1	Ccr1
Kng1	Ccr1l1
Kng2	Ccr1
Kng2	Ccr1l1
Kng1	Lpar1
Kng2	Lpar1
Kng1	Fpr-rs4
Kng1	Fpr-rs7
Kng1	Fpr-rs6
Kng1	Fpr-rs3
Kng2	Fpr-rs4
Kng2	Fpr-rs7
Kng2	Fpr-rs6
Kng2	Fpr-rs3
Kng1	Mtnr1b
Kng2	Mtnr1b
Kng1	Nmbr
Kng2	Nmbr
Kng1	Tas2r120
Kng1	Tas2r136
Kng2	Tas2r120
Kng2	Tas2r136
Kng1	Adcy9
Kng2	Adcy9
Kng1	Ccr10
Kng2	Ccr10
Kng1	Ccr5
Kng2	Ccr5
Kng1	Tbxa2r
Kng2	Tbxa2r
Kng1	Npffr1
Kng2	Npffr1
Kng1	Oxtr
Kng2	Oxtr
Kng1	Ntsr1
Kng2	Ntsr1
Kng1	Sstr5
Kng2	Sstr5
Kng1	Tacr2
Kng2	Tacr2
Kng1	Ffar2
Kng2	Ffar2
Kng1	Chrm1
Kng2	Chrm1
Kng1	Adra1d
Kng2	Adra1d
Kng1	Gper1
Kng2	Gper1
Kng1	Npbwr1
Kng2	Npbwr1
Kng1	Npy5r
Kng2	Npy5r
Kng1	Npy2r
Kng2	Npy2r
Kng1	S1pr4
Kng2	S1pr4
Kng1	Oxgr1
Kng2	Oxgr1
Kng1	P2ry10
Kng2	P2ry10
Kng1	Prokr2
Kng2	Prokr2
Kng1	Kiss1r
Kng2	Kiss1r
Kng1	Gpr55
Kng2	Gpr55
Kng1	Plaur
Kng2	Plaur
Kng1	Ppp2ca
Kng2	Ppp2ca
Kng1	Gabbr2
Kng2	Gabbr2
Kng1	Adra1b
Kng2	Adra1b
Kng1	Gp9
Kng2	Gp9
Kng1	Ptafr
Kng2	Ptafr
Kng1	Gprc6a
Kng2	Gprc6a
Kng1	S1pr5
Kng2	S1pr5
Kng1	Tas2r137
Kng2	Tas2r137
Kng1	Tas2r119
Kng2	Tas2r119
Kng1	Oprm1
Kng2	Oprm1
Kng1	Drd4
Kng2	Drd4
Kng1	Galr2
Kng2	Galr2
Kng1	Npy4r
Kng2	Npy4r
Kng1	App
Kng2	App
Krtap4-7	Igsf8
Gm11555	Igsf8
Krtap4-7	Catsper1
Gm11555	Catsper1
Krtap4-7	Catsper1
Gm11555	Catsper1
Krtap4-7	Catsper1
Gm11555	Catsper1
Krtap4-7	Lingo1
Gm11555	Lingo1
Krtap4-7	Lingo1
Gm11555	Lingo1
Krtap4-7	Lingo1
Gm11555	Lingo1
Krtap4-7	Plscr1
Krtap4-7	Plscr2
Krtap4-7	1700057G04Rik
Gm11555	Plscr1
Gm11555	Plscr2
Gm11555	1700057G04Rik
Krtap4-7	Cnnm3
Gm11555	Cnnm3
Krtap4-7	Plscr1
Krtap4-7	Plscr2
Krtap4-7	1700057G04Rik
Gm11555	Plscr1
Gm11555	Plscr2
Gm11555	1700057G04Rik
Krtap4-7	Plscr1
Krtap4-7	Plscr2
Krtap4-7	1700057G04Rik
Gm11555	Plscr1
Gm11555	Plscr2
Gm11555	1700057G04Rik
Krtap4-7	Plscr4
Gm11555	Plscr4
Krtap4-7	Cldn2
Gm11555	Cldn2
Krtap4-7	Cldn2
Gm11555	Cldn2
Krtap4-7	Plscr4
Gm11555	Plscr4
Krtap4-7	Cldn2
Gm11555	Cldn2
Krtap4-7	Plscr1
Krtap4-7	Plscr2
Krtap4-7	1700057G04Rik
Gm11555	Plscr1
Gm11555	Plscr2
Gm11555	1700057G04Rik
L1cam	Cntn1
L1cam	Cntn2
L1cam	Itga5
L1cam	Ncam1
L1cam	Ezr
L1cam	Msn
L1cam	L1cam
L1cam	Cntn2
L1cam	Alcam
Lad1	Col17a1
Lad1	App
Lad1	Cdh1
